AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,IR,Red
10.08,0.13,1.08,-0.05,0.02,-0.01,125882,29428
10.09,0.14,1.01,-0.06,0.02,-0.01,125925,29476
10.09,0.13,0.99,-0.05,0.02,-0.01,126025,29498
10.08,0.15,1.05,-0.06,0.03,-0.01,126024,29477
10.08,0.14,1.06,-0.05,0.02,-0.01,126074,29490
10.12,0.12,1.04,-0.05,0.02,-0.01,126110,29481
10.08,0.17,1.01,-0.05,0.02,-0.01,125985,29465
10.08,0.12,1.09,-0.05,0.02,-0.01,125684,29425
10.09,0.13,1.03,-0.05,0.02,-0.01,125552,29409
10.11,0.12,1.01,-0.05,0.02,-0.01,125621,29434
10.07,0.13,1.01,-0.02,0.02,-0.01,125842,29509
10.09,0.19,1.0,-0.04,0.02,-0.01,125968,29532
10.11,0.15,0.99,-0.05,0.02,-0.01,126042,29543
10.11,0.14,0.98,-0.05,0.02,-0.02,126192,29592
10.06,0.17,1.04,-0.04,0.02,-0.01,126258,29556
10.09,0.12,1.01,-0.05,0.03,-0.01,126254,29551
10.14,0.13,1.04,-0.05,0.02,-0.01,126239,29533
10.07,0.11,1.06,-0.05,0.02,-0.01,126320,29530
10.1,0.13,1.05,-0.05,0.02,-0.01,126542,29581
10.14,0.16,1.0,-0.04,0.02,-0.01,126729,29629
10.12,0.12,1.03,-0.05,0.03,-0.01,126763,29627
10.09,0.15,1.04,-0.05,0.03,-0.01,126808,29672
10.12,0.11,1.01,-0.05,0.02,-0.01,126927,29647
10.13,0.13,1.0,-0.05,0.03,-0.02,126800,29570
10.07,0.13,1.05,-0.08,0.02,-0.01,126459,29524
10.09,0.14,1.09,-0.06,0.02,-0.01,126125,29487
10.11,0.11,1.07,-0.05,0.02,-0.01,125777,29451
10.06,0.13,1.07,-0.05,0.02,-0.01,125617,29426
10.07,0.13,0.99,-0.05,0.02,-0.01,125491,29403
10.11,0.13,1.12,-0.06,0.03,-0.01,125301,29403
10.1,0.11,1.05,-0.06,0.02,-0.02,125213,29413
10.06,0.11,0.99,-0.05,0.02,-0.02,125345,29426
10.07,0.08,1.05,-0.06,0.02,-0.01,125295,29395
10.08,0.14,1.07,-0.05,0.02,-0.01,125245,29413
10.09,0.09,1.09,-0.05,0.02,-0.01,125384,29432
10.1,0.15,1.04,-0.05,0.03,-0.01,125528,29433
10.11,0.11,1.04,-0.05,0.02,-0.01,125654,29459
10.1,0.12,1.1,-0.04,0.03,-0.01,125841,29484
10.07,0.15,1.02,-0.04,0.02,-0.01,126075,29503
10.07,0.14,1.0,-0.05,0.02,-0.01,126164,29492
10.1,0.14,1.08,-0.06,0.03,-0.01,126139,29505
10.11,0.11,1.08,-0.05,0.02,-0.01,126142,29515
10.07,0.15,1.07,-0.05,0.02,-0.01,126240,29535
10.04,0.09,1.09,-0.05,0.02,-0.01,126337,29519
10.12,0.12,1.08,-0.05,0.03,-0.01,126304,29515
10.07,0.12,1.03,-0.05,0.02,-0.01,126436,29532
10.05,0.15,1.05,-0.05,0.02,-0.01,126537,29542
10.08,0.14,1.04,-0.05,0.02,-0.01,126519,29498
10.07,0.17,1.07,-0.05,0.02,-0.02,126263,29476
10.09,0.1,1.04,-0.05,0.02,-0.02,126121,29477
10.08,0.13,1.06,-0.06,0.02,-0.01,126028,29493
10.08,0.11,1.08,-0.05,0.02,-0.01,126021,29502
10.1,0.14,1.03,-0.05,0.02,-0.01,126016,29495
10.08,0.14,1.0,-0.05,0.02,-0.01,125967,29467
10.06,0.13,1.0,-0.05,0.03,-0.01,125886,29459
10.11,0.15,1.04,-0.05,0.02,-0.01,125973,29478
10.08,0.13,1.0,-0.05,0.02,-0.01,126094,29481
10.12,0.16,1.03,-0.05,0.02,-0.02,126252,29493
10.1,0.12,1.03,-0.05,0.02,-0.01,126357,29511
10.1,0.14,1.01,-0.05,0.02,-0.01,126465,29541
10.1,0.14,1.01,-0.05,0.02,-0.01,126525,29566
10.09,0.11,1.02,-0.06,0.02,-0.01,126578,29563
10.1,0.15,1.05,-0.05,0.02,-0.02,126695,29553
10.13,0.12,1.01,-0.05,0.03,-0.01,126791,29569
10.09,0.13,1.03,-0.05,0.02,-0.02,126872,29576
10.1,0.15,1.02,-0.05,0.02,-0.01,126960,29563
10.11,0.15,1.01,-0.05,0.02,-0.01,127004,29557
10.16,0.13,0.99,-0.05,0.02,-0.01,126992,29576
10.11,0.16,1.01,-0.05,0.02,-0.02,126834,29591
10.07,0.12,1.02,-0.05,0.02,-0.01,126643,29566
10.14,0.16,1.06,-0.05,0.02,-0.01,126525,29544
10.07,0.1,1.02,-0.05,0.03,-0.01,126437,29536
10.07,0.13,1.07,-0.05,0.02,-0.01,126405,29525
10.11,0.13,1.08,-0.05,0.03,-0.01,126313,29517
10.09,0.09,1.03,-0.05,0.03,-0.01,126426,29535
10.1,0.15,1.02,-0.05,0.02,-0.01,126492,29525
10.09,0.12,1.03,-0.05,0.02,-0.02,126438,29544
10.11,0.13,1.07,-0.05,0.02,-0.01,126393,29561
10.09,0.13,1.01,-0.05,0.02,-0.02,126498,29560
10.07,0.13,1.04,-0.05,0.02,-0.01,126563,29543
10.07,0.14,1.1,-0.05,0.03,-0.01,126485,29532
10.08,0.1,1.09,-0.05,0.02,-0.01,126523,29537
10.12,0.12,1.03,-0.05,0.02,-0.01,126609,29515
10.08,0.11,1.06,-0.05,0.03,-0.01,126640,29524
10.14,0.14,1.09,-0.05,0.02,-0.01,126703,29539
10.1,0.09,1.03,-0.05,0.02,-0.01,126766,29563
10.07,0.17,1.0,-0.05,0.02,-0.01,126797,29565
10.1,0.11,1.08,-0.05,0.02,-0.01,126853,29562
10.11,0.14,1.06,-0.05,0.02,-0.01,126739,29534
10.07,0.16,1.0,-0.05,0.02,-0.01,126439,29507
10.09,0.14,1.03,-0.05,0.02,-0.01,126179,29470
10.06,0.11,1.02,-0.05,0.03,-0.01,126026,29444
10.1,0.13,1.01,-0.05,0.02,-0.02,125998,29451
10.08,0.1,1.03,-0.05,0.02,-0.01,125970,29467
10.14,0.16,1.06,-0.05,0.02,-0.01,125893,29476
10.05,0.08,1.09,-0.05,0.02,-0.01,125861,29453
10.1,0.16,1.02,-0.05,0.02,-0.01,125800,29419
10.11,0.13,1.02,-0.06,0.02,-0.01,125688,29411
10.07,0.16,1.05,-0.05,0.02,-0.01,125692,29434
10.09,0.15,0.99,-0.05,0.02,-0.02,125822,29444
10.09,0.14,0.97,-0.04,0.02,-0.01,126027,29482
10.12,0.17,1.02,-0.03,0.02,-0.02,126294,29521
10.08,0.13,1.02,-0.04,0.02,-0.01,126449,29555
10.1,0.14,1.04,-0.05,0.03,-0.01,126465,29554
10.1,0.12,1.01,-0.05,0.02,-0.01,126487,29543
10.09,0.15,1.04,-0.05,0.02,-0.01,126514,29529
10.06,0.16,0.97,-0.05,0.03,-0.01,126530,29519
10.09,0.13,0.96,-0.06,0.02,-0.01,126449,29508
10.11,0.14,1.05,-0.05,0.02,-0.02,126218,29445
10.08,0.17,1.06,-0.06,0.03,-0.01,125910,29413
10.1,0.11,1.04,-0.06,0.02,-0.01,125644,29428
10.12,0.16,1.0,-0.06,0.02,-0.01,125502,29417
10.11,0.13,1.02,-0.05,0.02,-0.01,125404,29399
10.08,0.13,1.02,-0.05,0.03,-0.01,125210,29369
10.11,0.11,1.04,-0.05,0.02,-0.01,125213,29382
10.1,0.13,1.03,-0.05,0.03,-0.01,125248,29377
10.09,0.15,1.01,-0.05,0.02,-0.01,125170,29348
10.1,0.15,1.07,-0.05,0.02,-0.01,125242,29379
10.07,0.15,1.04,-0.05,0.02,-0.01,125443,29412
10.07,0.15,1.0,-0.05,0.03,-0.01,125481,29422
10.09,0.13,1.05,-0.05,0.03,-0.01,125452,29423
10.13,0.12,1.07,-0.05,0.02,-0.01,125508,29430
10.09,0.15,1.05,-0.05,0.02,-0.01,125593,29429
10.06,0.13,1.07,-0.05,0.02,-0.01,125672,29439
10.08,0.14,1.07,-0.05,0.03,-0.01,125649,29424
10.11,0.14,1.04,-0.05,0.02,-0.01,125731,29413
10.08,0.11,1.06,-0.05,0.02,-0.01,125872,29452
10.1,0.15,1.09,-0.05,0.02,-0.01,126132,29509
10.07,0.15,1.03,-0.03,0.03,-0.01,126370,29550
10.05,0.12,1.03,-0.05,0.02,-0.01,126325,29522
10.06,0.14,1.05,-0.05,0.02,-0.01,126058,29486
10.06,0.15,1.07,-0.06,0.03,-0.01,125637,29420
10.11,0.15,1.02,-0.05,0.02,-0.01,124980,29359
10.12,0.16,0.98,-0.06,0.03,-0.01,124901,29346
10.07,0.12,1.04,-0.06,0.02,-0.01,124902,29337
10.11,0.13,1.04,-0.05,0.02,-0.01,125094,29378
10.09,0.11,1.02,-0.05,0.02,-0.01,125276,29397
10.09,0.14,1.05,-0.05,0.03,-0.01,125334,29417
10.1,0.13,1.02,-0.05,0.03,-0.01,125344,29433
10.12,0.15,1.02,-0.05,0.03,-0.01,125399,29432
10.1,0.13,1.03,-0.05,0.02,-0.01,125374,29383
10.1,0.15,1.04,-0.05,0.02,-0.01,125049,29334
10.11,0.12,1.03,-0.06,0.02,-0.01,124637,29302
10.1,0.12,1.04,-0.06,0.02,-0.01,124423,29272
10.11,0.11,1.06,-0.05,0.02,-0.01,124347,29275
10.12,0.15,1.01,-0.05,0.02,-0.01,124307,29261
10.11,0.1,1.02,-0.05,0.02,-0.01,124298,29313
10.1,0.12,1.02,-0.05,0.02,-0.01,124381,29337
10.1,0.14,1.07,-0.05,0.02,-0.01,124501,29339
10.11,0.13,1.06,-0.05,0.03,-0.01,124541,29326
10.12,0.11,1.01,-0.05,0.02,-0.01,124654,29352
10.06,0.15,1.03,-0.05,0.02,-0.01,124760,29364
10.1,0.12,1.04,-0.05,0.03,-0.01,124797,29341
10.12,0.11,1.02,-0.05,0.02,-0.01,124894,29370
10.09,0.12,1.02,-0.05,0.02,-0.01,125131,29421
10.11,0.14,1.08,-0.05,0.03,-0.01,125294,29453
10.1,0.1,1.07,-0.05,0.03,-0.01,125313,29456
10.1,0.14,1.02,-0.05,0.03,-0.01,125385,29467
10.09,0.13,1.09,-0.05,0.02,-0.01,125570,29479
10.11,0.16,1.06,-0.04,0.03,-0.01,125759,29507
10.1,0.12,1.04,-0.04,0.02,-0.01,125887,29513
10.07,0.13,1.04,-0.04,0.02,-0.02,125771,29487
10.07,0.14,1.1,-0.05,0.03,-0.01,125534,29447
10.13,0.16,1.08,-0.05,0.02,-0.01,125446,29475
10.07,0.09,1.09,-0.05,0.02,-0.01,125440,29496
10.09,0.13,1.06,-0.05,0.03,-0.01,125311,29467
10.09,0.14,1.08,-0.05,0.02,-0.01,125302,29484
10.1,0.12,1.07,-0.05,0.02,-0.01,125419,29473
10.07,0.17,1.01,-0.05,0.02,-0.01,125525,29476
10.07,0.14,1.03,-0.05,0.02,-0.01,125504,29470
10.08,0.16,1.07,-0.05,0.02,-0.01,125526,29454
10.08,0.14,1.05,-0.05,0.02,-0.01,125579,29474
10.08,0.13,1.0,-0.05,0.02,-0.01,125693,29513
10.12,0.14,1.08,-0.05,0.02,-0.02,125771,29537
10.06,0.09,1.06,-0.05,0.02,-0.01,125820,29529
10.08,0.15,0.99,-0.06,0.02,-0.01,125847,29527
10.12,0.1,1.05,-0.05,0.02,-0.01,125895,29515
10.08,0.18,1.02,-0.06,0.02,-0.01,125906,29519
10.09,0.14,1.0,-0.06,0.02,-0.01,125968,29504
10.11,0.14,1.03,-0.06,0.02,-0.01,126041,29499
10.11,0.13,1.03,-0.06,0.02,-0.01,126042,29487
10.07,0.13,1.05,-0.07,0.02,-0.01,125730,29479
10.12,0.13,1.01,-0.05,0.02,-0.01,125413,29485
10.1,0.08,1.07,-0.05,0.03,-0.01,125215,29442
10.11,0.13,1.07,-0.05,0.02,-0.01,125067,29410
10.11,0.15,1.0,-0.05,0.02,-0.01,125001,29401
10.11,0.15,1.0,-0.05,0.02,-0.01,124946,29392
10.1,0.14,1.02,-0.06,0.02,-0.01,124994,29390
10.07,0.14,1.0,-0.05,0.02,-0.02,125219,29416
10.15,0.14,1.05,-0.05,0.02,-0.01,125304,29447
10.1,0.11,1.0,-0.05,0.02,-0.01,125448,29514
10.13,0.16,1.03,-0.04,0.02,-0.01,125786,29553
10.1,0.17,1.03,-0.05,0.02,-0.01,125907,29541
10.07,0.13,1.03,-0.07,0.03,-0.01,125833,29519
10.09,0.15,1.0,-0.06,0.03,-0.01,125842,29508
10.08,0.14,1.09,-0.05,0.02,-0.01,125834,29497
10.14,0.12,1.0,-0.05,0.02,-0.01,125878,29473
10.12,0.12,1.01,-0.06,0.02,-0.02,125950,29488
10.09,0.17,1.08,-0.07,0.03,-0.01,125923,29500
10.11,0.11,1.07,-0.06,0.02,-0.01,125918,29505
10.08,0.12,1.05,-0.05,0.02,-0.01,125934,29511
10.09,0.14,1.06,-0.05,0.03,-0.01,125902,29478
10.1,0.12,1.09,-0.05,0.03,-0.01,125519,29412
10.12,0.12,1.07,-0.06,0.02,-0.01,125044,29366
10.11,0.14,1.07,-0.06,0.03,-0.01,124711,29324
10.06,0.1,1.07,-0.06,0.02,-0.01,124501,29292
10.11,0.17,1.04,-0.05,0.02,-0.01,124473,29310
10.13,0.16,1.04,-0.05,0.01,-0.02,124611,29326
10.08,0.13,1.04,-0.05,0.02,-0.01,124669,29341
10.07,0.16,1.08,-0.05,0.02,-0.02,124737,29369
10.11,0.11,1.04,-0.05,0.02,-0.01,124833,29379
10.09,0.14,1.07,-0.06,0.02,-0.02,124843,29352
10.06,0.1,1.07,-0.06,0.02,-0.01,124760,29344
10.07,0.14,1.06,-0.06,0.02,-0.01,124765,29351
10.1,0.15,1.05,-0.05,0.02,-0.01,124853,29341
10.08,0.13,0.98,-0.05,0.02,-0.01,124925,29334
10.09,0.17,1.03,-0.05,0.02,-0.01,125018,29356
10.09,0.11,1.02,-0.05,0.02,-0.01,125150,29399
10.1,0.16,1.03,-0.05,0.02,-0.01,125263,29437
10.06,0.09,1.06,-0.05,0.02,-0.01,125464,29458
10.11,0.16,1.07,-0.04,0.02,-0.01,125704,29485
10.1,0.1,1.03,-0.04,0.02,-0.01,125879,29484
10.06,0.14,1.02,-0.05,0.02,-0.01,125755,29456
10.11,0.15,1.04,-0.06,0.03,-0.01,125307,29388
10.09,0.11,1.05,-0.06,0.02,-0.01,124931,29343
10.09,0.14,1.04,-0.05,0.02,-0.01,124946,29376
10.1,0.14,1.04,-0.05,0.02,-0.01,125086,29415
10.06,0.15,1.03,-0.05,0.02,-0.01,125028,29426
10.06,0.15,1.04,-0.05,0.02,-0.01,125030,29431
10.07,0.14,1.0,-0.05,0.02,-0.01,125152,29436
10.12,0.15,1.06,-0.05,0.02,-0.01,125210,29425
10.08,0.13,1.02,-0.05,0.02,-0.01,125197,29416
10.07,0.11,1.03,-0.09,0.02,-0.01,126513,29561
10.14,0.16,1.06,-0.11,0.02,-0.02,126304,29546
10.13,0.07,1.08,-0.09,0.03,-0.01,125999,29547
10.09,0.14,1.02,-0.05,0.02,-0.01,125856,29520
10.07,0.14,1.02,-0.05,0.02,-0.01,125763,29511
10.07,0.13,1.08,-0.05,0.02,-0.01,125842,29558
10.12,0.08,0.99,-0.02,0.02,-0.01,126086,29591
10.15,0.12,1.06,-0.02,0.02,-0.02,126407,29615
10.11,0.16,1.0,-0.05,0.02,-0.01,126809,29658
10.06,0.1,1.11,-0.02,0.02,-0.01,127081,29715
10.06,0.15,1.03,-0.0,0.03,-0.01,127379,29730
10.07,0.12,1.01,-0.05,0.02,-0.01,127454,29737
10.07,0.14,1.03,-0.05,0.02,-0.01,127517,29727
10.09,0.14,1.06,-0.05,0.02,-0.01,127466,29678
10.09,0.13,1.05,-0.05,0.02,-0.01,127554,29685
10.06,0.16,1.03,-0.05,0.02,-0.01,127562,29650
10.08,0.13,1.03,-0.05,0.02,-0.01,127600,29663
10.1,0.12,1.0,-0.05,0.02,-0.01,127714,29683
10.12,0.14,1.02,-0.05,0.02,-0.01,127784,29729
10.09,0.15,1.02,-0.05,0.02,-0.02,127812,29750
10.08,0.12,1.07,-0.05,0.02,-0.01,127697,29701
10.1,0.14,0.99,-0.05,0.02,-0.01,127325,29643
10.07,0.11,1.04,-0.05,0.02,-0.01,127069,29640
10.11,0.11,1.03,-0.04,0.02,-0.01,126987,29602
10.12,0.13,1.02,-0.05,0.02,-0.01,126876,29574
10.11,0.12,0.98,-0.05,0.02,-0.01,126807,29585
10.1,0.16,1.07,-0.05,0.02,-0.01,126750,29607
10.09,0.09,1.04,-0.05,0.03,-0.01,126851,29627
10.11,0.15,1.02,-0.05,0.02,-0.01,126918,29636
10.09,0.08,1.04,-0.05,0.02,-0.01,126870,29618
10.1,0.16,1.07,-0.05,0.02,-0.01,126929,29618
10.15,0.09,1.0,-0.05,0.02,-0.01,127075,29615
10.08,0.15,1.04,-0.05,0.03,-0.01,127092,29599
10.05,0.12,1.07,-0.04,0.02,-0.01,127215,29595
10.13,0.13,1.06,-0.05,0.03,-0.01,127221,29588
10.11,0.1,1.04,-0.05,0.03,-0.01,127136,29607
10.09,0.15,1.02,-0.06,0.02,-0.01,127062,29596
10.12,0.12,1.07,-0.05,0.02,-0.01,126925,29576
10.11,0.12,1.04,-0.06,0.02,-0.01,126845,29554
10.06,0.11,1.01,-0.05,0.02,-0.01,126972,29566
10.05,0.15,1.07,-0.05,0.02,-0.01,127055,29570
10.12,0.12,1.04,-0.05,0.03,-0.01,126989,29528
10.1,0.14,1.08,-0.05,0.02,-0.02,126753,29535
10.12,0.08,1.06,-0.05,0.02,-0.01,126661,29562
10.11,0.16,1.01,-0.05,0.02,-0.01,126648,29584
10.09,0.11,1.07,-0.04,0.02,-0.02,126581,29582
10.07,0.14,1.03,-0.05,0.02,-0.01,126580,29580
10.06,0.11,1.02,-0.05,0.02,-0.01,126621,29571
10.05,0.15,1.04,-0.05,0.03,-0.01,126791,29586
10.13,0.14,1.04,-0.04,0.02,-0.01,126914,29566
10.08,0.1,1.02,-0.05,0.02,-0.01,126993,29579
10.09,0.13,1.01,-0.04,0.02,-0.01,127214,29607
10.06,0.15,1.03,-0.03,0.03,-0.01,127394,29653
10.12,0.14,0.99,-0.05,0.02,-0.01,127587,29687
10.12,0.15,1.07,-0.05,0.02,-0.01,127720,29672
10.09,0.13,1.08,-0.05,0.02,-0.01,127869,29663
10.08,0.14,1.03,-0.05,0.02,-0.01,128058,29671
10.09,0.13,1.01,-0.05,0.02,-0.01,128197,29666
10.09,0.14,1.04,-0.05,0.02,-0.01,128298,29659
10.09,0.12,1.04,-0.05,0.02,-0.01,128404,29678
10.13,0.17,1.0,-0.05,0.02,-0.01,128405,29684
10.11,0.12,1.05,-0.05,0.02,-0.02,128175,29682
10.1,0.13,1.04,-0.05,0.02,-0.01,128027,29665
10.08,0.12,1.0,-0.05,0.02,-0.01,127930,29639
10.08,0.12,1.06,-0.05,0.02,-0.01,127780,29608
10.08,0.11,1.05,-0.05,0.02,-0.01,127701,29589
10.05,0.12,0.98,-0.05,0.02,-0.01,127761,29586
10.15,0.09,1.04,-0.05,0.02,-0.02,127880,29581
10.13,0.16,1.02,-0.05,0.02,-0.01,127948,29595
10.08,0.14,1.02,-0.05,0.02,-0.01,127978,29634
10.09,0.13,1.06,-0.05,0.03,-0.01,127971,29640
10.12,0.13,1.05,-0.05,0.02,-0.01,127974,29633
10.08,0.12,1.05,-0.05,0.02,-0.01,128031,29619
10.1,0.13,1.04,-0.05,0.02,-0.01,128136,29622
10.12,0.12,1.07,-0.05,0.02,-0.01,128175,29606
10.09,0.13,1.02,-0.05,0.02,-0.02,128193,29581
10.09,0.14,1.05,-0.05,0.02,-0.01,128205,29606
10.09,0.11,1.07,-0.05,0.03,-0.01,128344,29650
10.11,0.12,1.07,-0.05,0.02,-0.01,128472,29668
10.09,0.13,1.05,-0.05,0.02,-0.01,128333,29652
10.12,0.15,1.07,-0.05,0.03,-0.01,128045,29605
10.12,0.12,1.02,-0.05,0.02,-0.01,127811,29549
10.06,0.12,1.04,-0.06,0.02,-0.01,127436,29465
10.11,0.17,1.06,-0.06,0.03,-0.01,126908,29386
10.1,0.12,1.07,-0.07,0.02,-0.01,126558,29319
10.07,0.14,1.06,-0.05,0.02,-0.01,126510,29377
10.1,0.19,0.97,-0.02,0.03,-0.01,126679,29395
10.07,0.14,1.06,-0.05,0.02,-0.01,126630,29421
10.09,0.1,1.05,-0.05,0.02,-0.01,126658,29368
10.07,0.15,1.02,-0.07,0.01,-0.01,126458,29347
10.11,0.07,1.08,-0.03,0.02,-0.02,126523,29321
10.11,0.17,0.97,-0.07,0.03,-0.01,126266,29267
10.09,0.1,1.06,-0.05,0.02,-0.01,126097,29233
10.08,0.15,1.03,-0.05,0.02,-0.01,126142,29243
10.1,0.15,0.99,-0.06,0.02,-0.01,126044,29221
10.07,0.1,1.06,-0.08,0.02,-0.01,125855,29236
10.13,0.15,1.04,-0.05,0.02,-0.01,125869,29217
10.1,0.09,1.03,-0.11,0.02,-0.01,125693,29196
10.1,0.14,1.07,-0.05,0.02,-0.01,125853,29203
10.13,0.13,0.97,-0.06,0.03,-0.01,125753,29166
